, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
59.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 24.372, 25.696, 25.493, 25.702, 25.702, 25.702, 25.565, 25.804, 26.523, 5.089, 6.287, 7.999, 8.518, 8.518, 8.518, 9.072, 10.840, 12.406, 3.091, 4.683, 7.072, 7.774, 7.774, 7.774, 8.549, 11.184, 13.353, 0.731, 0.823, 1.508, 0.887, 0.887, 0.887, 0.473, 0.937, 1.013, 16.954, 16.821, 17.230, 16.866, 16.866, 16.866, 16.239, 16.904, 16.740, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 99.999, 99.997
59.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 24.330, 25.655, 25.457, 25.684, 25.684, 25.684, 25.547, 25.786, 26.499, 5.044, 6.239, 7.947, 8.477, 8.477, 8.477, 9.031, 10.795, 12.369, 3.038, 4.641, 6.983, 7.711, 7.711, 7.711, 8.476, 11.084, 13.295, 0.725, 0.819, 1.504, 0.884, 0.884, 0.884, 0.472, 0.932, 1.010, 16.940, 16.808, 17.216, 16.853, 16.853, 16.853, 16.226, 16.891, 16.727, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.998, 99.999, 99.997
59.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 24.295, 25.607, 25.445, 25.673, 25.673, 25.673, 25.529, 25.768, 26.481, 5.017, 6.204, 7.898, 8.446, 8.446, 8.446, 8.980, 10.764, 12.314, 2.996, 4.573, 6.909, 7.658, 7.658, 7.658, 8.413, 11.032, 13.227, 0.722, 0.815, 1.500, 0.880, 0.880, 0.880, 0.470, 0.926, 1.007, 16.925, 16.795, 17.200, 16.840, 16.840, 16.840, 16.213, 16.878, 16.713, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.998, 99.999, 99.997
59.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 24.259, 25.571, 25.409, 25.655, 25.655, 25.655, 25.505, 25.744, 26.439, 4.984, 6.163, 7.865, 8.419, 8.419, 8.419, 8.928, 10.731, 12.268, 2.965, 4.521, 6.873, 7.622, 7.622, 7.622, 8.303, 10.980, 13.143, 0.718, 0.812, 1.496, 0.876, 0.876, 0.876, 0.469, 0.923, 1.003, 16.910, 16.781, 17.186, 16.826, 16.826, 16.826, 16.200, 16.864, 16.699, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.998, 99.999, 99.997
59.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 24.205, 25.541, 25.385, 25.643, 25.643, 25.643, 25.499, 25.696, 26.415, 4.949, 6.134, 7.818, 8.382, 8.382, 8.382, 8.893, 10.700, 12.233, 2.902, 4.479, 6.831, 7.559, 7.559, 7.559, 8.250, 10.943, 13.101, 0.716, 0.810, 1.491, 0.874, 0.874, 0.874, 0.466, 0.921, 0.999, 16.896, 16.768, 17.171, 16.812, 16.812, 16.812, 16.187, 16.851, 16.684, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.998, 99.998, 99.997
59.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 24.187, 25.511, 25.325, 25.619, 25.619, 25.619, 25.487, 25.690, 26.397, 4.910, 6.078, 7.799, 8.339, 8.339, 8.339, 8.852, 10.655, 12.208, 2.855, 4.405, 6.799, 7.501, 7.501, 7.501, 8.182, 10.880, 13.085, 0.713, 0.807, 1.486, 0.871, 0.871, 0.871, 0.465, 0.920, 0.995, 16.882, 16.754, 17.156, 16.798, 16.798, 16.798, 16.175, 16.839, 16.669, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.998, 99.998, 99.997
59.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 24.157, 25.481, 25.301, 25.589, 25.589, 25.589, 25.475, 25.655, 26.391, 4.879, 6.029, 7.758, 8.312, 8.312, 8.312, 8.829, 10.620, 12.157, 2.808, 4.343, 6.742, 7.459, 7.459, 7.459, 8.140, 10.838, 13.002, 0.708, 0.801, 1.483, 0.865, 0.865, 0.865, 0.463, 0.915, 0.993, 16.867, 16.739, 17.141, 16.784, 16.784, 16.784, 16.163, 16.823, 16.655, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.998, 99.998, 99.997
59.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 24.127, 25.463, 25.265, 25.553, 25.553, 25.553, 25.457, 25.631, 26.379, 4.859, 5.994, 7.721, 8.279, 8.279, 8.279, 8.778, 10.585, 12.105, 2.782, 4.290, 6.663, 7.417, 7.417, 7.417, 8.072, 10.760, 12.928, 0.706, 0.798, 1.481, 0.862, 0.862, 0.862, 0.460, 0.912, 0.989, 16.851, 16.725, 17.128, 16.769, 16.769, 16.769, 16.149, 16.810, 16.642, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.998, 99.998, 99.997
59.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 24.085, 25.445, 25.253, 25.505, 25.505, 25.505, 25.415, 25.607, 26.356, 4.813, 5.955, 7.696, 8.236, 8.236, 8.236, 8.732, 10.544, 12.068, 2.734, 4.243, 6.632, 7.349, 7.349, 7.349, 7.994, 10.712, 12.886, 0.702, 0.795, 1.476, 0.860, 0.860, 0.860, 0.457, 0.908, 0.986, 16.837, 16.711, 17.114, 16.755, 16.755, 16.755, 16.136, 16.797, 16.628, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.997, 99.998, 99.997
59.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 24.061, 25.421, 25.223, 25.475, 25.475, 25.475, 25.403, 25.583, 26.338, 4.772, 5.905, 7.655, 8.197, 8.197, 8.197, 8.691, 10.488, 12.025, 2.687, 4.175, 6.574, 7.297, 7.297, 7.297, 7.926, 10.634, 12.813, 0.700, 0.793, 1.473, 0.855, 0.855, 0.855, 0.457, 0.905, 0.984, 16.823, 16.697, 17.100, 16.741, 16.741, 16.741, 16.123, 16.784, 16.613, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.997, 99.998, 99.996
60.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 24.013, 25.379, 25.187, 25.433, 25.433, 25.433, 25.379, 25.571, 26.320, 4.749, 5.885, 7.611, 8.133, 8.133, 8.133, 8.638, 10.451, 11.990, 2.656, 4.154, 6.522, 7.192, 7.192, 7.192, 7.858, 10.581, 12.766, 0.696, 0.790, 1.468, 0.852, 0.852, 0.852, 0.453, 0.901, 0.979, 16.810, 16.682, 17.086, 16.727, 16.727, 16.727, 16.110, 16.771, 16.599, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.997, 99.998, 99.996
60.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.995, 25.355, 25.163, 25.421, 25.421, 25.421, 25.355, 25.553, 26.296, 4.710, 5.839, 7.570, 8.098, 8.098, 8.098, 8.596, 10.428, 11.943, 2.598, 4.107, 6.464, 7.145, 7.145, 7.145, 7.805, 10.545, 12.708, 0.691, 0.787, 1.465, 0.848, 0.848, 0.848, 0.451, 0.898, 0.973, 16.796, 16.669, 17.073, 16.715, 16.715, 16.715, 16.097, 16.757, 16.584, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.997, 99.998, 99.995
60.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.965, 25.313, 25.127, 25.391, 25.391, 25.391, 25.331, 25.487, 26.284, 4.679, 5.792, 7.523, 8.054, 8.054, 8.054, 8.557, 10.385, 11.912, 2.562, 4.049, 6.401, 7.093, 7.093, 7.093, 7.748, 10.471, 12.661, 0.688, 0.784, 1.459, 0.844, 0.844, 0.844, 0.451, 0.896, 0.969, 16.782, 16.654, 17.058, 16.701, 16.701, 16.701, 16.084, 16.743, 16.570, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.996, 99.998, 99.995
60.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.941, 25.289, 25.109, 25.343, 25.343, 25.343, 25.319, 25.481, 26.254, 4.646, 5.759, 7.488, 8.022, 8.022, 8.022, 8.516, 10.346, 11.875, 2.530, 3.992, 6.333, 7.030, 7.030, 7.030, 7.674, 10.393, 12.588, 0.686, 0.781, 1.451, 0.840, 0.840, 0.840, 0.450, 0.893, 0.966, 16.767, 16.640, 17.043, 16.687, 16.687, 16.687, 16.072, 16.728, 16.556, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.996, 99.998, 99.995
60.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.905, 25.265, 25.073, 25.319, 25.319, 25.319, 25.277, 25.463, 26.224, 4.611, 5.722, 7.457, 7.991, 7.991, 7.991, 8.477, 10.298, 11.819, 2.499, 3.929, 6.307, 6.977, 6.977, 6.977, 7.611, 10.314, 12.509, 0.681, 0.779, 1.446, 0.834, 0.834, 0.834, 0.447, 0.889, 0.963, 16.753, 16.626, 17.029, 16.673, 16.673, 16.673, 16.060, 16.715, 16.541, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.996, 99.998, 99.995
60.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.881, 25.253, 25.043, 25.295, 25.295, 25.295, 25.259, 25.445, 26.188, 4.591, 5.677, 7.420, 7.939, 7.939, 7.939, 8.448, 10.259, 11.780, 2.483, 3.892, 6.244, 6.894, 6.894, 6.894, 7.580, 10.278, 12.436, 0.676, 0.777, 1.443, 0.832, 0.832, 0.832, 0.445, 0.886, 0.958, 16.737, 16.611, 17.014, 16.658, 16.658, 16.658, 16.046, 16.701, 16.526, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.995, 99.998, 99.995
60.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.875, 25.223, 25.031, 25.253, 25.253, 25.253, 25.223, 25.415, 26.158, 4.543, 5.646, 7.354, 7.908, 7.908, 7.908, 8.405, 10.224, 11.739, 2.436, 3.840, 6.150, 6.847, 6.847, 6.847, 7.528, 10.225, 12.368, 0.674, 0.773, 1.440, 0.830, 0.830, 0.830, 0.440, 0.884, 0.954, 16.723, 16.596, 17.001, 16.644, 16.644, 16.644, 16.033, 16.686, 16.510, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.995, 99.998, 99.994
60.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.851, 25.199, 25.013, 25.235, 25.235, 25.235, 25.217, 25.385, 26.140, 4.496, 5.621, 7.317, 7.881, 7.881, 7.881, 8.364, 10.164, 11.685, 2.378, 3.819, 6.113, 6.805, 6.805, 6.805, 7.475, 10.141, 12.279, 0.671, 0.767, 1.434, 0.825, 0.825, 0.825, 0.438, 0.880, 0.950, 16.709, 16.582, 16.986, 16.629, 16.629, 16.629, 16.019, 16.672, 16.497, 100.000, 100.000, 99.999, 99.999, 99.999, 99.999, 99.995, 99.997, 99.994
60.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.815, 25.157, 24.978, 25.235, 25.235, 25.235, 25.211, 25.379, 26.092, 4.461, 5.582, 7.280, 7.834, 7.834, 7.834, 8.326, 10.129, 11.644, 2.331, 3.756, 6.061, 6.742, 6.742, 6.742, 7.417, 10.100, 12.205, 0.668, 0.766, 1.430, 0.821, 0.821, 0.821, 0.436, 0.877, 0.944, 16.694, 16.568, 16.973, 16.616, 16.616, 16.616, 16.007, 16.658, 16.483, 100.000, 100.000, 99.999, 99.999, 99.999, 99.999, 99.995, 99.997, 99.994
60.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.749, 25.115, 24.942, 25.217, 25.217, 25.217, 25.181, 25.355, 26.056, 4.430, 5.545, 7.247, 7.795, 7.795, 7.795, 8.296, 10.098, 11.592, 2.300, 3.709, 6.008, 6.684, 6.684, 6.684, 7.376, 10.058, 12.122, 0.663, 0.763, 1.426, 0.818, 0.818, 0.818, 0.434, 0.873, 0.942, 16.680, 16.553, 16.959, 16.602, 16.602, 16.602, 15.994, 16.642, 16.470, 100.000, 100.000, 99.999, 99.999, 99.999, 99.999, 99.995, 99.997, 99.994
61.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.725, 25.091, 24.918, 25.193, 25.193, 25.193, 25.151, 25.337, 26.032, 4.391, 5.510, 7.208, 7.733, 7.733, 7.733, 8.267, 10.063, 11.547, 2.258, 3.651, 5.951, 6.611, 6.611, 6.611, 7.334, 10.000, 12.053, 0.660, 0.760, 1.423, 0.814, 0.814, 0.814, 0.431, 0.868, 0.940, 16.665, 16.537, 16.944, 16.587, 16.587, 16.587, 15.981, 16.627, 16.454, 100.000, 100.000, 99.999, 99.999, 99.999, 99.999, 99.994, 99.997, 99.993
61.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.683, 25.055, 24.894, 25.175, 25.175, 25.175, 25.121, 25.295, 26.002, 4.360, 5.479, 7.162, 7.694, 7.694, 7.694, 8.234, 10.010, 11.485, 2.205, 3.594, 5.898, 6.564, 6.564, 6.564, 7.271, 9.921, 11.970, 0.658, 0.755, 1.416, 0.808, 0.808, 0.808, 0.429, 0.861, 0.936, 16.650, 16.523, 16.930, 16.574, 16.574, 16.574, 15.969, 16.613, 16.440, 100.000, 100.000, 99.998, 99.999, 99.999, 99.999, 99.993, 99.997, 99.993
61.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.659, 25.025, 24.864, 25.169, 25.169, 25.169, 25.067, 25.277, 25.978, 4.319, 5.434, 7.113, 7.642, 7.642, 7.642, 8.193, 9.973, 11.452, 2.158, 3.536, 5.809, 6.490, 6.490, 6.490, 7.197, 9.874, 11.917, 0.656, 0.752, 1.409, 0.804, 0.804, 0.804, 0.427, 0.858, 0.929, 16.634, 16.508, 16.916, 16.559, 16.559, 16.559, 15.957, 16.597, 16.425, 100.000, 100.000, 99.998, 99.999, 99.999, 99.999, 99.992, 99.997, 99.993
61.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.629, 24.990, 24.834, 25.139, 25.139, 25.139, 25.043, 25.253, 25.942, 4.286, 5.390, 7.068, 7.593, 7.593, 7.593, 8.151, 9.913, 11.407, 2.101, 3.483, 5.736, 6.417, 6.417, 6.417, 7.129, 9.796, 11.860, 0.654, 0.746, 1.404, 0.803, 0.803, 0.803, 0.425, 0.855, 0.924, 16.619, 16.492, 16.902, 16.543, 16.543, 16.543, 15.943, 16.584, 16.411, 100.000, 100.000, 99.998, 99.999, 99.999, 99.999, 99.992, 99.997, 99.993
61.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.588, 24.960, 24.816, 25.121, 25.121, 25.121, 25.001, 25.211, 25.918, 4.251, 5.353, 7.026, 7.554, 7.554, 7.554, 8.118, 9.886, 11.362, 2.043, 3.426, 5.705, 6.365, 6.365, 6.365, 7.077, 9.743, 11.802, 0.651, 0.743, 1.399, 0.799, 0.799, 0.799, 0.423, 0.853, 0.919, 16.606, 16.478, 16.887, 16.529, 16.529, 16.529, 15.931, 16.569, 16.397, 100.000, 100.000, 99.998, 99.999, 99.999, 99.999, 99.992, 99.997, 99.993
61.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.540, 24.930, 24.804, 25.091, 25.091, 25.091, 24.984, 25.205, 25.876, 4.216, 5.308, 6.987, 7.502, 7.502, 7.502, 8.079, 9.857, 11.298, 1.991, 3.358, 5.668, 6.312, 6.312, 6.312, 7.014, 9.707, 11.734, 0.650, 0.740, 1.396, 0.795, 0.795, 0.795, 0.420, 0.850, 0.918, 16.590, 16.465, 16.871, 16.515, 16.515, 16.515, 15.918, 16.554, 16.382, 100.000, 100.000, 99.998, 99.999, 99.999, 99.999, 99.992, 99.997, 99.993
61.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.510, 24.912, 24.774, 25.049, 25.049, 25.049, 24.966, 25.163, 25.876, 4.189, 5.260, 6.946, 7.453, 7.453, 7.453, 8.046, 9.818, 11.238, 1.964, 3.300, 5.595, 6.228, 6.228, 6.228, 6.957, 9.644, 11.655, 0.648, 0.738, 1.391, 0.793, 0.793, 0.793, 0.420, 0.846, 0.915, 16.576, 16.450, 16.856, 16.498, 16.498, 16.498, 15.906, 16.540, 16.366, 100.000, 100.000, 99.998, 99.999, 99.999, 99.999, 99.991, 99.997, 99.993
61.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.486, 24.888, 24.756, 25.013, 25.013, 25.013, 24.948, 25.163, 25.846, 4.150, 5.217, 6.894, 7.414, 7.414, 7.414, 8.024, 9.783, 11.197, 1.917, 3.258, 5.532, 6.171, 6.171, 6.171, 6.925, 9.597, 11.572, 0.643, 0.735, 1.385, 0.789, 0.789, 0.789, 0.417, 0.844, 0.909, 16.560, 16.433, 16.842, 16.484, 16.484, 16.484, 15.895, 16.525, 16.352, 100.000, 100.000, 99.998, 99.999, 99.999, 99.999, 99.991, 99.997, 99.992
61.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.462, 24.846, 24.720, 24.984, 24.984, 24.984, 24.924, 25.145, 25.822, 4.123, 5.168, 6.859, 7.381, 7.381, 7.381, 7.980, 9.744, 11.162, 1.886, 3.195, 5.469, 6.124, 6.124, 6.124, 6.878, 9.539, 11.524, 0.638, 0.731, 1.380, 0.784, 0.784, 0.784, 0.416, 0.841, 0.905, 16.545, 16.419, 16.828, 16.468, 16.468, 16.468, 15.881, 16.510, 16.336, 100.000, 100.000, 99.997, 99.999, 99.999, 99.999, 99.991, 99.997, 99.992
61.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.444, 24.774, 24.696, 24.918, 24.918, 24.918, 24.906, 25.127, 25.804, 4.090, 5.114, 6.824, 7.346, 7.346, 7.346, 7.933, 9.691, 11.123, 1.849, 3.138, 5.411, 6.071, 6.071, 6.071, 6.799, 9.460, 11.472, 0.635, 0.728, 1.377, 0.782, 0.782, 0.782, 0.415, 0.838, 0.902, 16.530, 16.405, 16.814, 16.453, 16.453, 16.453, 15.868, 16.495, 16.322, 100.000, 100.000, 99.997, 99.999, 99.999, 99.999, 99.990, 99.997, 99.992
62.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.414, 24.750, 24.666, 24.894, 24.894, 24.894, 24.900, 25.121, 25.768, 4.063, 5.075, 6.777, 7.300, 7.300, 7.300, 7.867, 9.647, 11.081, 1.818, 3.075, 5.333, 6.003, 6.003, 6.003, 6.689, 9.413, 11.409, 0.631, 0.725, 1.375, 0.778, 0.778, 0.778, 0.414, 0.835, 0.898, 16.515, 16.389, 16.799, 16.437, 16.437, 16.437, 15.855, 16.480, 16.308, 100.000, 100.000, 99.996, 99.999, 99.999, 99.999, 99.990, 99.997, 99.992
62.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.396, 24.726, 24.642, 24.846, 24.846, 24.846, 24.864, 25.085, 25.750, 4.037, 5.034, 6.742, 7.276, 7.276, 7.276, 7.809, 9.614, 11.040, 1.786, 3.017, 5.280, 5.961, 5.961, 5.961, 6.627, 9.345, 11.346, 0.628, 0.721, 1.371, 0.775, 0.775, 0.775, 0.413, 0.830, 0.897, 16.498, 16.375, 16.785, 16.421, 16.421, 16.421, 15.842, 16.465, 16.293, 100.000, 99.999, 99.995, 99.999, 99.999, 99.999, 99.990, 99.997, 99.991
62.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.372, 24.720, 24.612, 24.822, 24.822, 24.822, 24.846, 25.055, 25.720, 4.001, 4.980, 6.711, 7.228, 7.228, 7.228, 7.752, 9.563, 11.007, 1.734, 2.949, 5.244, 5.867, 5.867, 5.867, 6.553, 9.272, 11.304, 0.625, 0.716, 1.367, 0.771, 0.771, 0.771, 0.411, 0.826, 0.895, 16.484, 16.356, 16.769, 16.406, 16.406, 16.406, 15.831, 16.449, 16.277, 100.000, 99.999, 99.995, 99.999, 99.999, 99.999, 99.989, 99.997, 99.991
62.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.348, 24.678, 24.606, 24.804, 24.804, 24.804, 24.834, 25.037, 25.702, 3.971, 4.943, 6.674, 7.193, 7.193, 7.193, 7.682, 9.501, 10.966, 1.687, 2.897, 5.170, 5.809, 5.809, 5.809, 6.438, 9.183, 11.231, 0.621, 0.712, 1.362, 0.767, 0.767, 0.767, 0.409, 0.822, 0.890, 16.467, 16.341, 16.754, 16.390, 16.390, 16.390, 15.817, 16.436, 16.262, 100.000, 99.999, 99.994, 99.999, 99.999, 99.999, 99.989, 99.997, 99.991
62.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.336, 24.666, 24.564, 24.774, 24.774, 24.774, 24.810, 25.019, 25.696, 3.923, 4.902, 6.641, 7.156, 7.156, 7.156, 7.638, 9.478, 10.929, 1.613, 2.834, 5.118, 5.773, 5.773, 5.773, 6.386, 9.130, 11.173, 0.617, 0.710, 1.360, 0.763, 0.763, 0.763, 0.405, 0.817, 0.888, 16.450, 16.326, 16.739, 16.376, 16.376, 16.376, 15.803, 16.421, 16.246, 100.000, 99.999, 99.994, 99.999, 99.999, 99.999, 99.989, 99.997, 99.991
62.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.270, 24.648, 24.540, 24.744, 24.744, 24.744, 24.798, 25.007, 25.667, 3.892, 4.861, 6.604, 7.119, 7.119, 7.119, 7.595, 9.435, 10.877, 1.582, 2.766, 5.076, 5.720, 5.720, 5.720, 6.312, 9.052, 11.079, 0.612, 0.705, 1.355, 0.760, 0.760, 0.760, 0.403, 0.811, 0.886, 16.434, 16.312, 16.724, 16.362, 16.362, 16.362, 15.790, 16.408, 16.232, 100.000, 99.999, 99.993, 99.999, 99.999, 99.999, 99.989, 99.996, 99.991
62.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.210, 24.606, 24.528, 24.720, 24.720, 24.720, 24.780, 24.984, 25.631, 3.857, 4.822, 6.579, 7.084, 7.084, 7.084, 7.554, 9.398, 10.834, 1.545, 2.719, 5.045, 5.663, 5.663, 5.663, 6.265, 9.005, 11.006, 0.609, 0.703, 1.350, 0.757, 0.757, 0.757, 0.402, 0.809, 0.884, 16.418, 16.296, 16.711, 16.346, 16.346, 16.346, 15.778, 16.393, 16.217, 100.000, 99.999, 99.993, 99.999, 99.999, 99.999, 99.988, 99.996, 99.991
62.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.186, 24.576, 24.510, 24.702, 24.702, 24.702, 24.744, 24.954, 25.613, 3.828, 4.789, 6.521, 7.024, 7.024, 7.024, 7.511, 9.344, 10.787, 1.514, 2.687, 4.961, 5.579, 5.579, 5.579, 6.192, 8.921, 10.932, 0.606, 0.700, 1.347, 0.755, 0.755, 0.755, 0.399, 0.808, 0.880, 16.402, 16.281, 16.695, 16.331, 16.331, 16.331, 15.764, 16.376, 16.203, 100.000, 99.999, 99.993, 99.999, 99.999, 99.999, 99.988, 99.996, 99.991
62.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.132, 24.546, 24.468, 24.690, 24.690, 24.690, 24.702, 24.924, 25.553, 3.795, 4.733, 6.474, 6.975, 6.975, 6.975, 7.469, 9.299, 10.733, 1.493, 2.619, 4.893, 5.495, 5.495, 5.495, 6.134, 8.842, 10.854, 0.604, 0.697, 1.342, 0.754, 0.754, 0.754, 0.397, 0.803, 0.876, 16.387, 16.266, 16.680, 16.315, 16.315, 16.315, 15.751, 16.361, 16.188, 100.000, 99.999, 99.992, 99.999, 99.999, 99.999, 99.987, 99.996, 99.991
62.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.072, 24.516, 24.456, 24.654, 24.654, 24.654, 24.684, 24.882, 25.535, 3.762, 4.704, 6.445, 6.946, 6.946, 6.946, 7.445, 9.260, 10.688, 1.461, 2.588, 4.856, 5.443, 5.443, 5.443, 6.113, 8.806, 10.807, 0.602, 0.696, 1.338, 0.750, 0.750, 0.750, 0.394, 0.799, 0.872, 16.371, 16.250, 16.666, 16.300, 16.300, 16.300, 15.738, 16.346, 16.172, 100.000, 99.999, 99.991, 99.999, 99.999, 99.999, 99.986, 99.996, 99.991
63.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.024, 24.486, 24.420, 24.612, 24.612, 24.612, 24.666, 24.840, 25.517, 3.727, 4.653, 6.404, 6.886, 6.886, 6.886, 7.401, 9.233, 10.626, 1.425, 2.514, 4.783, 5.375, 5.375, 5.375, 6.040, 8.764, 10.702, 0.600, 0.693, 1.334, 0.747, 0.747, 0.747, 0.392, 0.798, 0.871, 16.356, 16.234, 16.649, 16.284, 16.284, 16.284, 15.724, 16.332, 16.157, 100.000, 99.999, 99.990, 99.999, 99.999, 99.999, 99.985, 99.996, 99.990
