, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
65.400, 21.640, 22.964, 22.958, 23.180, 23.180, 23.180, 23.540, 23.432, 24.097, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 1.210, 1.818, 4.138, 4.772, 4.772, 4.772, 5.437, 8.387, 10.000, 3.309, 3.938, 5.916, 6.425, 6.425, 6.425, 6.971, 9.004, 10.183, 15.610, 15.433, 15.793, 15.505, 15.505, 15.505, 15.097, 15.590, 15.343, 0.491, 0.546, 1.130, 0.609, 0.609, 0.609, 0.309, 0.666, 0.713, 100.000, 100.000, 99.982, 100.000, 100.000, 100.000, 100.000, 100.000, 99.998
65.500, 21.616, 22.887, 22.946, 23.126, 23.126, 23.126, 23.504, 23.420, 24.067, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 1.179, 1.765, 4.075, 4.688, 4.688, 4.688, 5.354, 8.318, 9.916, 3.272, 3.894, 5.872, 6.381, 6.381, 6.381, 6.913, 8.963, 10.131, 15.593, 15.415, 15.775, 15.486, 15.486, 15.486, 15.082, 15.572, 15.326, 0.489, 0.544, 1.126, 0.606, 0.606, 0.606, 0.308, 0.665, 0.710, 100.000, 100.000, 99.982, 100.000, 100.000, 100.000, 100.000, 100.000, 99.998
65.600, 21.580, 22.857, 22.911, 23.102, 23.102, 23.102, 23.468, 23.348, 24.049, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 1.116, 1.718, 4.013, 4.631, 4.631, 4.631, 5.265, 8.256, 9.811, 3.223, 3.855, 5.817, 6.336, 6.336, 6.336, 6.859, 8.922, 10.063, 15.575, 15.398, 15.757, 15.468, 15.468, 15.468, 15.066, 15.553, 15.308, 0.488, 0.541, 1.124, 0.603, 0.603, 0.603, 0.306, 0.662, 0.708, 100.000, 100.000, 99.981, 100.000, 100.000, 100.000, 100.000, 100.000, 99.997
65.700, 21.533, 22.827, 22.857, 23.072, 23.072, 23.072, 23.462, 23.294, 24.001, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 1.095, 1.687, 3.944, 4.563, 4.563, 4.563, 5.207, 8.135, 9.722, 3.196, 3.818, 5.763, 6.287, 6.287, 6.287, 6.812, 8.850, 10.004, 15.556, 15.379, 15.739, 15.450, 15.450, 15.450, 15.049, 15.536, 15.290, 0.485, 0.538, 1.121, 0.600, 0.600, 0.600, 0.305, 0.658, 0.705, 100.000, 100.000, 99.981, 100.000, 100.000, 100.000, 100.000, 100.000, 99.997
65.800, 21.491, 22.803, 22.815, 23.036, 23.036, 23.036, 23.444, 23.252, 23.989, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 1.074, 1.629, 3.897, 4.526, 4.526, 4.526, 5.102, 8.046, 9.644, 3.161, 3.767, 5.722, 6.243, 6.243, 6.243, 6.758, 8.800, 9.956, 15.537, 15.361, 15.720, 15.431, 15.431, 15.431, 15.034, 15.519, 15.274, 0.483, 0.536, 1.117, 0.597, 0.597, 0.597, 0.304, 0.655, 0.704, 100.000, 100.000, 99.980, 100.000, 100.000, 100.000, 100.000, 100.000, 99.997
65.900, 21.443, 22.767, 22.797, 22.994, 22.994, 22.994, 23.384, 23.228, 23.959, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 1.021, 1.551, 3.829, 4.447, 4.447, 4.447, 5.050, 7.968, 9.570, 3.107, 3.711, 5.666, 6.196, 6.196, 6.196, 6.711, 8.745, 9.895, 15.517, 15.342, 15.701, 15.413, 15.413, 15.413, 15.019, 15.502, 15.257, 0.480, 0.536, 1.111, 0.596, 0.596, 0.596, 0.301, 0.652, 0.700, 100.000, 100.000, 99.979, 100.000, 100.000, 100.000, 100.000, 100.000, 99.996
66.000, 21.377, 22.743, 22.767, 22.982, 22.982, 22.982, 23.354, 23.198, 23.917, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 1.006, 1.477, 3.756, 4.384, 4.384, 4.384, 4.971, 7.858, 9.497, 3.062, 3.653, 5.617, 6.144, 6.144, 6.144, 6.668, 8.685, 9.849, 15.500, 15.324, 15.683, 15.396, 15.396, 15.396, 15.003, 15.484, 15.240, 0.479, 0.532, 1.108, 0.593, 0.593, 0.593, 0.300, 0.648, 0.697, 100.000, 100.000, 99.979, 100.000, 100.000, 100.000, 100.000, 100.000, 99.996
66.100, 21.353, 22.683, 22.731, 22.958, 22.958, 22.958, 23.312, 23.168, 23.893, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.964, 1.409, 3.709, 4.306, 4.306, 4.306, 4.903, 7.800, 9.361, 3.025, 3.608, 5.567, 6.093, 6.093, 6.093, 6.624, 8.640, 9.765, 15.482, 15.306, 15.665, 15.379, 15.379, 15.379, 14.987, 15.467, 15.223, 0.477, 0.529, 1.104, 0.590, 0.590, 0.590, 0.299, 0.644, 0.695, 100.000, 100.000, 99.978, 100.000, 100.000, 100.000, 100.000, 100.000, 99.996
66.200, 21.317, 22.647, 22.695, 22.899, 22.899, 22.899, 23.282, 23.144, 23.857, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.932, 1.357, 3.677, 4.217, 4.217, 4.217, 4.830, 7.721, 9.261, 2.992, 3.571, 5.541, 6.039, 6.039, 6.039, 6.565, 8.586, 9.711, 15.463, 15.287, 15.646, 15.362, 15.362, 15.362, 14.971, 15.448, 15.207, 0.475, 0.526, 1.100, 0.587, 0.587, 0.587, 0.298, 0.640, 0.691, 100.000, 100.000, 99.978, 100.000, 100.000, 100.000, 100.000, 100.000, 99.996
66.300, 21.293, 22.599, 22.671, 22.857, 22.857, 22.857, 23.246, 23.126, 23.791, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.906, 1.304, 3.641, 4.107, 4.107, 4.107, 4.725, 7.638, 9.178, 2.963, 3.511, 5.499, 5.965, 5.965, 5.965, 6.499, 8.541, 9.647, 15.444, 15.270, 15.628, 15.345, 15.345, 15.345, 14.954, 15.429, 15.190, 0.472, 0.524, 1.095, 0.584, 0.584, 0.584, 0.297, 0.636, 0.688, 100.000, 100.000, 99.977, 100.000, 100.000, 100.000, 100.000, 100.000, 99.996
66.400, 21.281, 22.551, 22.635, 22.815, 22.815, 22.815, 23.210, 23.108, 23.749, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.875, 1.252, 3.567, 4.023, 4.023, 4.023, 4.646, 7.575, 9.078, 2.928, 3.464, 5.452, 5.905, 5.905, 5.905, 6.439, 8.497, 9.590, 15.425, 15.251, 15.610, 15.327, 15.327, 15.327, 14.938, 15.412, 15.173, 0.471, 0.520, 1.089, 0.582, 0.582, 0.582, 0.296, 0.635, 0.685, 100.000, 100.000, 99.976, 100.000, 100.000, 100.000, 100.000, 100.000, 99.996
66.500, 21.263, 22.509, 22.593, 22.737, 22.737, 22.737, 23.186, 23.048, 23.713, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.843, 1.210, 3.489, 3.981, 3.981, 3.981, 4.542, 7.538, 8.999, 2.893, 3.410, 5.398, 5.868, 5.868, 5.868, 6.357, 8.465, 9.552, 15.405, 15.233, 15.590, 15.308, 15.308, 15.308, 14.920, 15.394, 15.156, 0.470, 0.518, 1.087, 0.579, 0.579, 0.579, 0.293, 0.632, 0.682, 100.000, 100.000, 99.976, 100.000, 100.000, 100.000, 100.000, 100.000, 99.996
66.600, 21.221, 22.473, 22.503, 22.695, 22.695, 22.695, 23.108, 23.042, 23.689, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.828, 1.163, 3.426, 3.876, 3.876, 3.876, 4.458, 7.459, 8.895, 2.852, 3.361, 5.355, 5.802, 5.802, 5.802, 6.295, 8.415, 9.495, 15.385, 15.214, 15.572, 15.290, 15.290, 15.290, 14.903, 15.376, 15.139, 0.468, 0.516, 1.080, 0.574, 0.574, 0.574, 0.293, 0.630, 0.678, 100.000, 100.000, 99.975, 100.000, 100.000, 100.000, 100.000, 100.000, 99.996
66.700, 21.161, 22.431, 22.467, 22.665, 22.665, 22.665, 23.054, 23.030, 23.677, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.791, 1.116, 3.311, 3.824, 3.824, 3.824, 4.379, 7.365, 8.795, 2.796, 3.291, 5.285, 5.757, 5.757, 5.757, 6.237, 8.364, 9.429, 15.366, 15.195, 15.554, 15.273, 15.273, 15.273, 14.888, 15.357, 15.122, 0.464, 0.513, 1.076, 0.571, 0.571, 0.571, 0.291, 0.628, 0.675, 100.000, 100.000, 99.974, 100.000, 100.000, 100.000, 100.000, 100.000, 99.996
66.800, 21.131, 22.413, 22.425, 22.647, 22.647, 22.647, 23.042, 23.000, 23.629, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.749, 1.074, 3.222, 3.766, 3.766, 3.766, 4.301, 7.297, 8.669, 2.745, 3.243, 5.225, 5.720, 5.720, 5.720, 6.192, 8.316, 9.371, 15.347, 15.175, 15.535, 15.256, 15.256, 15.256, 14.872, 15.340, 15.105, 0.462, 0.512, 1.071, 0.567, 0.567, 0.567, 0.289, 0.624, 0.672, 100.000, 100.000, 99.973, 100.000, 100.000, 100.000, 100.000, 100.000, 99.996
66.900, 21.101, 22.377, 22.407, 22.599, 22.599, 22.599, 22.994, 22.970, 23.594, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.723, 1.011, 3.143, 3.683, 3.683, 3.683, 4.248, 7.213, 8.570, 2.707, 3.188, 5.157, 5.646, 5.646, 5.646, 6.153, 8.258, 9.324, 15.328, 15.158, 15.517, 15.237, 15.237, 15.237, 14.856, 15.321, 15.088, 0.460, 0.511, 1.066, 0.564, 0.564, 0.564, 0.289, 0.622, 0.670, 100.000, 100.000, 99.971, 100.000, 100.000, 100.000, 100.000, 100.000, 99.996
67.000, 21.047, 22.353, 22.359, 22.581, 22.581, 22.581, 22.952, 22.946, 23.576, 100.000, 100.000, 99.996, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.681, 0.959, 3.080, 3.609, 3.609, 3.609, 4.175, 7.129, 8.502, 2.656, 3.144, 5.098, 5.598, 5.598, 5.598, 6.113, 8.199, 9.268, 15.308, 15.139, 15.499, 15.220, 15.220, 15.220, 14.840, 15.302, 15.069, 0.456, 0.509, 1.064, 0.563, 0.563, 0.563, 0.288, 0.618, 0.666, 100.000, 100.000, 99.971, 100.000, 100.000, 100.000, 100.000, 100.000, 99.995
67.100, 21.023, 22.317, 22.323, 22.533, 22.533, 22.533, 22.923, 22.935, 23.522, 100.000, 100.000, 99.996, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.644, 0.917, 3.007, 3.536, 3.536, 3.536, 4.117, 7.035, 8.413, 2.615, 3.091, 5.044, 5.537, 5.537, 5.537, 6.043, 8.143, 9.219, 15.290, 15.120, 15.478, 15.201, 15.201, 15.201, 14.824, 15.283, 15.053, 0.454, 0.508, 1.061, 0.562, 0.562, 0.562, 0.286, 0.615, 0.663, 100.000, 100.000, 99.970, 100.000, 100.000, 100.000, 100.000, 100.000, 99.995
67.200, 20.999, 22.275, 22.305, 22.503, 22.503, 22.503, 22.887, 22.905, 23.492, 100.000, 100.000, 99.996, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.597, 0.859, 2.944, 3.473, 3.473, 3.473, 4.034, 6.946, 8.250, 2.567, 3.033, 4.993, 5.491, 5.491, 5.491, 5.988, 8.098, 9.126, 15.271, 15.102, 15.459, 15.183, 15.183, 15.183, 14.807, 15.266, 15.035, 0.451, 0.507, 1.058, 0.560, 0.560, 0.560, 0.284, 0.614, 0.658, 100.000, 100.000, 99.969, 100.000, 100.000, 100.000, 100.000, 100.000, 99.995
67.300, 20.945, 22.240, 22.269, 22.467, 22.467, 22.467, 22.881, 22.881, 23.462, 100.000, 100.000, 99.996, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.576, 0.812, 2.881, 3.384, 3.384, 3.384, 3.976, 6.857, 8.140, 2.534, 2.967, 4.939, 5.436, 5.436, 5.436, 5.951, 8.046, 9.066, 15.252, 15.084, 15.439, 15.166, 15.166, 15.166, 14.788, 15.248, 15.018, 0.448, 0.505, 1.053, 0.558, 0.558, 0.558, 0.281, 0.609, 0.656, 100.000, 100.000, 99.969, 100.000, 100.000, 100.000, 100.000, 100.000, 99.995
67.400, 20.939, 22.186, 22.246, 22.431, 22.431, 22.431, 22.827, 22.845, 23.426, 100.000, 100.000, 99.995, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.555, 0.770, 2.782, 3.332, 3.332, 3.332, 3.897, 6.794, 8.057, 2.497, 2.922, 4.881, 5.394, 5.394, 5.394, 5.893, 7.995, 9.004, 15.234, 15.064, 15.419, 15.148, 15.148, 15.148, 14.771, 15.228, 15.001, 0.446, 0.504, 1.050, 0.557, 0.557, 0.557, 0.278, 0.606, 0.653, 100.000, 100.000, 99.967, 100.000, 100.000, 100.000, 100.000, 100.000, 99.994
67.500, 20.886, 22.168, 22.228, 22.401, 22.401, 22.401, 22.803, 22.803, 23.390, 100.000, 100.000, 99.995, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.524, 0.739, 2.687, 3.248, 3.248, 3.248, 3.829, 6.731, 7.920, 2.464, 2.866, 4.824, 5.345, 5.345, 5.345, 5.844, 7.943, 8.916, 15.214, 15.045, 15.400, 15.132, 15.132, 15.132, 14.754, 15.211, 14.983, 0.444, 0.501, 1.044, 0.555, 0.555, 0.555, 0.277, 0.603, 0.653, 100.000, 100.000, 99.967, 100.000, 100.000, 100.000, 100.000, 100.000, 99.994
67.600, 20.838, 22.144, 22.204, 22.377, 22.377, 22.377, 22.755, 22.767, 23.348, 100.000, 100.000, 99.995, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.503, 0.691, 2.619, 3.206, 3.206, 3.206, 3.777, 6.668, 7.831, 2.433, 2.831, 4.764, 5.291, 5.291, 5.291, 5.809, 7.896, 8.862, 15.194, 15.025, 15.382, 15.114, 15.114, 15.114, 14.734, 15.192, 14.966, 0.441, 0.499, 1.040, 0.551, 0.551, 0.551, 0.274, 0.602, 0.648, 100.000, 100.000, 99.966, 100.000, 100.000, 100.000, 100.000, 100.000, 99.992
67.700, 20.790, 22.078, 22.156, 22.353, 22.353, 22.353, 22.707, 22.737, 23.312, 100.000, 100.000, 99.995, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.461, 0.676, 2.562, 3.101, 3.101, 3.101, 3.683, 6.585, 7.721, 2.374, 2.788, 4.719, 5.213, 5.213, 5.213, 5.743, 7.846, 8.802, 15.176, 15.007, 15.363, 15.095, 15.095, 15.095, 14.717, 15.173, 14.948, 0.439, 0.496, 1.036, 0.549, 0.549, 0.549, 0.273, 0.599, 0.646, 100.000, 100.000, 99.966, 100.000, 100.000, 100.000, 100.000, 100.000, 99.992
67.800, 20.784, 22.042, 22.126, 22.335, 22.335, 22.335, 22.677, 22.683, 23.288, 100.000, 100.000, 99.995, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.445, 0.629, 2.509, 3.028, 3.028, 3.028, 3.630, 6.506, 7.648, 2.318, 2.745, 4.684, 5.149, 5.149, 5.149, 5.687, 7.797, 8.757, 15.157, 14.987, 15.345, 15.077, 15.077, 15.077, 14.700, 15.155, 14.932, 0.436, 0.492, 1.032, 0.546, 0.546, 0.546, 0.272, 0.597, 0.644, 100.000, 100.000, 99.965, 100.000, 100.000, 100.000, 99.999, 100.000, 99.992
67.900, 20.724, 21.970, 22.114, 22.299, 22.299, 22.299, 22.641, 22.665, 23.270, 100.000, 100.000, 99.994, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.388, 0.561, 2.467, 2.960, 2.960, 2.960, 3.499, 6.396, 7.522, 2.250, 2.689, 4.630, 5.104, 5.104, 5.104, 5.613, 7.731, 8.683, 15.137, 14.968, 15.326, 15.058, 15.058, 15.058, 14.684, 15.138, 14.914, 0.434, 0.489, 1.028, 0.545, 0.545, 0.545, 0.269, 0.593, 0.642, 100.000, 100.000, 99.964, 100.000, 100.000, 100.000, 99.999, 100.000, 99.992
68.000, 20.682, 21.970, 22.090, 22.269, 22.269, 22.269, 22.623, 22.629, 23.240, 100.000, 100.000, 99.994, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.361, 0.529, 2.368, 2.871, 2.871, 2.871, 3.373, 6.307, 7.397, 2.215, 2.631, 4.566, 5.048, 5.048, 5.048, 5.551, 7.675, 8.619, 15.118, 14.950, 15.308, 15.040, 15.040, 15.040, 14.666, 15.120, 14.896, 0.431, 0.486, 1.022, 0.542, 0.542, 0.542, 0.268, 0.591, 0.638, 100.000, 100.000, 99.963, 100.000, 100.000, 100.000, 99.999, 100.000, 99.991
68.100, 20.628, 21.940, 22.054, 22.246, 22.246, 22.246, 22.599, 22.575, 23.216, 100.000, 100.000, 99.994, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.340, 0.508, 2.289, 2.782, 2.782, 2.782, 3.269, 6.186, 7.328, 2.170, 2.588, 4.510, 4.988, 4.988, 4.988, 5.473, 7.601, 8.570, 15.099, 14.933, 15.289, 15.022, 15.022, 15.022, 14.649, 15.103, 14.879, 0.429, 0.483, 1.020, 0.538, 0.538, 0.538, 0.267, 0.590, 0.636, 100.000, 100.000, 99.963, 100.000, 100.000, 100.000, 99.999, 100.000, 99.991
68.200, 20.598, 21.916, 22.030, 22.216, 22.216, 22.216, 22.551, 22.563, 23.186, 100.000, 100.000, 99.993, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.304, 0.466, 2.211, 2.672, 2.672, 2.672, 3.180, 6.118, 7.213, 2.124, 2.541, 4.449, 4.925, 4.925, 4.925, 5.413, 7.554, 8.487, 15.080, 14.914, 15.270, 15.003, 15.003, 15.003, 14.633, 15.087, 14.863, 0.428, 0.482, 1.012, 0.535, 0.535, 0.535, 0.266, 0.587, 0.635, 100.000, 100.000, 99.961, 100.000, 100.000, 100.000, 99.999, 100.000, 99.991
68.300, 20.550, 21.862, 22.006, 22.192, 22.192, 22.192, 22.503, 22.539, 23.156, 100.000, 100.000, 99.993, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.267, 0.445, 2.111, 2.562, 2.562, 2.562, 3.075, 6.050, 7.051, 2.098, 2.489, 4.381, 4.848, 4.848, 4.848, 5.349, 7.511, 8.397, 15.061, 14.895, 15.252, 14.985, 14.985, 14.985, 14.615, 15.071, 14.847, 0.426, 0.479, 1.006, 0.532, 0.532, 0.532, 0.266, 0.584, 0.632, 100.000, 100.000, 99.961, 100.000, 100.000, 100.000, 99.999, 100.000, 99.990
68.400, 20.520, 21.832, 21.994, 22.174, 22.174, 22.174, 22.461, 22.497, 23.102, 100.000, 100.000, 99.993, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.251, 0.388, 2.069, 2.509, 2.509, 2.509, 3.002, 5.961, 6.904, 2.063, 2.425, 4.327, 4.799, 4.799, 4.799, 5.289, 7.445, 8.312, 15.041, 14.877, 15.232, 14.968, 14.968, 14.968, 14.596, 15.053, 14.832, 0.424, 0.476, 1.000, 0.529, 0.529, 0.529, 0.263, 0.584, 0.629, 100.000, 100.000, 99.961, 100.000, 100.000, 100.000, 99.999, 100.000, 99.990
68.500, 20.448, 21.808, 21.952, 22.150, 22.150, 22.150, 22.413, 22.473, 23.060, 100.000, 100.000, 99.993, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.220, 0.346, 2.012, 2.452, 2.452, 2.452, 2.918, 5.872, 6.757, 2.021, 2.372, 4.269, 4.747, 4.747, 4.747, 5.223, 7.393, 8.217, 15.023, 14.857, 15.213, 14.952, 14.952, 14.952, 14.577, 15.035, 14.813, 0.422, 0.475, 0.996, 0.527, 0.527, 0.527, 0.262, 0.580, 0.629, 100.000, 100.000, 99.960, 100.000, 100.000, 100.000, 99.999, 100.000, 99.990
68.600, 20.412, 21.796, 21.928, 22.114, 22.114, 22.114, 22.389, 22.437, 23.012, 100.000, 100.000, 99.993, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.215, 0.309, 1.922, 2.347, 2.347, 2.347, 2.844, 5.799, 6.679, 1.988, 2.308, 4.199, 4.677, 4.677, 4.677, 5.168, 7.339, 8.172, 15.005, 14.839, 15.193, 14.933, 14.933, 14.933, 14.559, 15.016, 14.797, 0.420, 0.473, 0.991, 0.525, 0.525, 0.525, 0.261, 0.578, 0.627, 100.000, 100.000, 99.960, 100.000, 100.000, 100.000, 99.999, 100.000, 99.990
68.700, 20.394, 21.748, 21.904, 22.072, 22.072, 22.072, 22.353, 22.407, 22.982, 100.000, 100.000, 99.993, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.204, 0.283, 1.828, 2.258, 2.258, 2.258, 2.766, 5.715, 6.590, 1.964, 2.250, 4.127, 4.613, 4.613, 4.613, 5.110, 7.278, 8.106, 14.987, 14.822, 15.173, 14.915, 14.915, 14.915, 14.543, 14.997, 14.780, 0.418, 0.472, 0.989, 0.523, 0.523, 0.523, 0.259, 0.575, 0.625, 100.000, 100.000, 99.959, 100.000, 100.000, 100.000, 99.999, 99.999, 99.989
68.800, 20.352, 21.730, 21.886, 22.036, 22.036, 22.036, 22.305, 22.365, 22.958, 100.000, 100.000, 99.992, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.178, 0.246, 1.744, 2.169, 2.169, 2.169, 2.698, 5.600, 6.517, 1.910, 2.194, 4.061, 4.543, 4.543, 4.543, 5.061, 7.212, 8.052, 14.968, 14.802, 15.154, 14.895, 14.895, 14.895, 14.526, 14.980, 14.765, 0.416, 0.471, 0.986, 0.521, 0.521, 0.521, 0.258, 0.574, 0.621, 100.000, 100.000, 99.958, 100.000, 100.000, 100.000, 99.999, 99.999, 99.988
68.900, 20.310, 21.712, 21.856, 21.994, 21.994, 21.994, 22.263, 22.323, 22.935, 100.000, 100.000, 99.992, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.152, 0.230, 1.687, 2.106, 2.106, 2.106, 2.619, 5.500, 6.433, 1.869, 2.141, 4.012, 4.498, 4.498, 4.498, 5.001, 7.154, 8.007, 14.949, 14.784, 15.137, 14.878, 14.878, 14.878, 14.508, 14.962, 14.749, 0.414, 0.469, 0.985, 0.519, 0.519, 0.519, 0.256, 0.571, 0.617, 100.000, 99.999, 99.958, 100.000, 100.000, 100.000, 99.999, 99.999, 99.988
69.000, 20.286, 21.682, 21.808, 21.964, 21.964, 21.964, 22.240, 22.287, 22.893, 100.000, 100.000, 99.991, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.131, 0.210, 1.608, 2.069, 2.069, 2.069, 2.509, 5.369, 6.333, 1.819, 2.100, 3.954, 4.457, 4.457, 4.457, 4.918, 7.080, 7.947, 14.930, 14.765, 15.117, 14.860, 14.860, 14.860, 14.491, 14.946, 14.733, 0.413, 0.467, 0.980, 0.514, 0.514, 0.514, 0.255, 0.568, 0.614, 100.000, 99.999, 99.956, 100.000, 100.000, 100.000, 99.999, 99.999, 99.988
69.100, 20.238, 21.640, 21.784, 21.910, 21.910, 21.910, 22.180, 22.269, 22.845, 100.000, 100.000, 99.990, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.115, 0.183, 1.524, 1.991, 1.991, 1.991, 2.452, 5.301, 6.192, 1.768, 2.052, 3.888, 4.397, 4.397, 4.397, 4.861, 7.037, 7.873, 14.910, 14.746, 15.100, 14.843, 14.843, 14.843, 14.472, 14.928, 14.718, 0.411, 0.465, 0.976, 0.514, 0.514, 0.514, 0.253, 0.565, 0.610, 100.000, 99.999, 99.955, 100.000, 100.000, 100.000, 99.999, 99.999, 99.988
69.200, 20.197, 21.616, 21.766, 21.880, 21.880, 21.880, 22.126, 22.240, 22.797, 100.000, 100.000, 99.989, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.110, 0.168, 1.446, 1.933, 1.933, 1.933, 2.352, 5.212, 6.092, 1.727, 2.001, 3.820, 4.335, 4.335, 4.335, 4.795, 6.977, 7.807, 14.892, 14.729, 15.081, 14.822, 14.822, 14.822, 14.455, 14.911, 14.701, 0.407, 0.461, 0.973, 0.511, 0.511, 0.511, 0.252, 0.561, 0.609, 100.000, 99.999, 99.952, 100.000, 100.000, 100.000, 99.998, 99.999, 99.987
69.300, 20.173, 21.598, 21.754, 21.832, 21.832, 21.832, 22.114, 22.216, 22.755, 100.000, 100.000, 99.989, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.105, 0.147, 1.362, 1.844, 1.844, 1.844, 2.237, 5.134, 5.977, 1.679, 1.947, 3.750, 4.267, 4.267, 4.267, 4.729, 6.927, 7.745, 14.873, 14.710, 15.062, 14.806, 14.806, 14.806, 14.437, 14.893, 14.684, 0.405, 0.458, 0.969, 0.509, 0.509, 0.509, 0.250, 0.559, 0.606, 100.000, 99.999, 99.951, 100.000, 100.000, 100.000, 99.998, 99.999, 99.987
69.400, 20.137, 21.563, 21.730, 21.814, 21.814, 21.814, 22.096, 22.186, 22.701, 100.000, 100.000, 99.988, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 0.105, 0.120, 1.315, 1.776, 1.776, 1.776, 2.106, 5.029, 5.867, 1.620, 1.908, 3.690, 4.208, 4.208, 4.208, 4.632, 6.849, 7.684, 14.855, 14.692, 15.043, 14.788, 14.788, 14.788, 14.421, 14.876, 14.668, 0.403, 0.456, 0.967, 0.506, 0.506, 0.506, 0.249, 0.557, 0.602, 100.000, 99.999, 99.948, 100.000, 100.000, 100.000, 99.998, 99.999, 99.986
