, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
16.600, 33.485, 34.420, 34.959, 34.474, 34.474, 34.474, 33.725, 34.683, 35.390, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.788, 36.076, 36.192, 36.401, 36.401, 36.401, 36.894, 36.847, 37.774, 33.174, 34.340, 34.365, 34.538, 34.538, 34.538, 34.870, 34.845, 35.894, 22.071, 22.368, 23.310, 22.505, 22.505, 22.505, 21.831, 22.788, 23.136, 3.626, 3.668, 5.191, 3.797, 3.797, 3.797, 2.650, 3.986, 4.106, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
16.700, 33.449, 34.390, 34.935, 34.450, 34.450, 34.450, 33.695, 34.665, 35.354, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.762, 36.066, 36.166, 36.401, 36.401, 36.401, 36.867, 36.820, 37.753, 33.135, 34.324, 34.346, 34.526, 34.526, 34.526, 34.843, 34.816, 35.871, 22.049, 22.344, 23.287, 22.478, 22.478, 22.478, 21.808, 22.757, 23.106, 3.606, 3.653, 5.176, 3.782, 3.782, 3.782, 2.639, 3.966, 4.086, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
16.800, 33.431, 34.360, 34.893, 34.438, 34.438, 34.438, 33.689, 34.635, 35.312, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.741, 36.045, 36.139, 36.391, 36.391, 36.391, 36.847, 36.784, 37.748, 33.110, 34.299, 34.320, 34.501, 34.501, 34.501, 34.827, 34.791, 35.859, 22.027, 22.323, 23.265, 22.448, 22.448, 22.448, 21.785, 22.728, 23.078, 3.590, 3.637, 5.155, 3.765, 3.765, 3.765, 2.621, 3.949, 4.071, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
16.900, 33.407, 34.318, 34.821, 34.414, 34.414, 34.414, 33.659, 34.599, 35.276, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.720, 36.035, 36.076, 36.365, 36.365, 36.365, 36.820, 36.763, 37.716, 33.094, 34.276, 34.280, 34.474, 34.474, 34.474, 34.779, 34.765, 35.828, 22.001, 22.301, 23.243, 22.419, 22.419, 22.419, 21.764, 22.698, 23.048, 3.574, 3.621, 5.137, 3.748, 3.748, 3.748, 2.607, 3.934, 4.058, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.000, 33.395, 34.300, 34.779, 34.378, 34.378, 34.378, 33.623, 34.593, 35.235, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.688, 35.993, 36.056, 36.333, 36.333, 36.333, 36.778, 36.742, 37.711, 33.071, 34.233, 34.245, 34.443, 34.443, 34.443, 34.738, 34.740, 35.807, 21.979, 22.280, 23.218, 22.391, 22.391, 22.391, 21.742, 22.670, 23.018, 3.560, 3.607, 5.120, 3.734, 3.734, 3.734, 2.597, 3.924, 4.044, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.100, 33.347, 34.294, 34.725, 34.342, 34.342, 34.342, 33.599, 34.558, 35.199, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.662, 35.966, 36.008, 36.323, 36.323, 36.323, 36.726, 36.710, 37.690, 33.054, 34.208, 34.215, 34.423, 34.423, 34.423, 34.697, 34.707, 35.778, 21.953, 22.257, 23.196, 22.364, 22.364, 22.364, 21.721, 22.640, 22.990, 3.546, 3.589, 5.094, 3.721, 3.721, 3.721, 2.584, 3.909, 4.026, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.200, 33.311, 34.282, 34.665, 34.312, 34.312, 34.312, 33.539, 34.510, 35.163, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.641, 35.940, 35.977, 36.312, 36.312, 36.312, 36.632, 36.684, 37.658, 33.032, 34.186, 34.186, 34.408, 34.408, 34.408, 34.641, 34.688, 35.754, 21.930, 22.233, 23.173, 22.338, 22.338, 22.338, 21.699, 22.610, 22.964, 3.533, 3.580, 5.077, 3.704, 3.704, 3.704, 2.576, 3.896, 4.009, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.300, 33.287, 34.270, 34.629, 34.288, 34.288, 34.288, 33.515, 34.480, 35.139, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.615, 35.925, 35.946, 36.296, 36.296, 36.296, 36.564, 36.658, 37.622, 33.003, 34.159, 34.149, 34.390, 34.390, 34.390, 34.598, 34.660, 35.725, 21.908, 22.211, 23.151, 22.313, 22.313, 22.313, 21.678, 22.583, 22.936, 3.518, 3.563, 5.064, 3.691, 3.691, 3.691, 2.563, 3.875, 3.997, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.400, 33.257, 34.234, 34.593, 34.264, 34.264, 34.264, 33.491, 34.468, 35.139, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.573, 35.898, 35.909, 36.270, 36.270, 36.270, 36.527, 36.637, 37.596, 32.962, 34.142, 34.124, 34.363, 34.363, 34.363, 34.571, 34.635, 35.696, 21.888, 22.189, 23.131, 22.287, 22.287, 22.287, 21.658, 22.554, 22.909, 3.505, 3.548, 5.050, 3.678, 3.678, 3.678, 2.553, 3.858, 3.981, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.500, 33.216, 34.204, 34.570, 34.240, 34.240, 34.240, 33.473, 34.426, 35.115, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.542, 35.841, 35.867, 36.249, 36.249, 36.249, 36.464, 36.611, 37.569, 32.923, 34.083, 34.083, 34.338, 34.338, 34.338, 34.534, 34.606, 35.671, 21.867, 22.168, 23.107, 22.261, 22.261, 22.261, 21.636, 22.526, 22.881, 3.493, 3.536, 5.035, 3.665, 3.665, 3.665, 2.540, 3.842, 3.966, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.600, 33.192, 34.156, 34.540, 34.204, 34.204, 34.204, 33.455, 34.408, 35.109, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.515, 35.809, 35.846, 36.202, 36.202, 36.202, 36.433, 36.590, 37.559, 32.879, 34.052, 34.037, 34.289, 34.289, 34.289, 34.509, 34.573, 35.657, 21.847, 22.148, 23.085, 22.236, 22.236, 22.236, 21.615, 22.495, 22.856, 3.477, 3.524, 5.019, 3.650, 3.650, 3.650, 2.524, 3.823, 3.955, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.700, 33.168, 34.120, 34.504, 34.162, 34.162, 34.162, 33.431, 34.336, 35.049, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.505, 35.794, 35.809, 36.176, 36.176, 36.176, 36.386, 36.553, 37.538, 32.840, 34.033, 34.002, 34.258, 34.258, 34.258, 34.474, 34.550, 35.620, 21.826, 22.128, 23.064, 22.213, 22.213, 22.213, 21.596, 22.467, 22.829, 3.464, 3.511, 5.002, 3.638, 3.638, 3.638, 2.517, 3.808, 3.937, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.800, 33.156, 34.084, 34.504, 34.126, 34.126, 34.126, 33.401, 34.306, 35.019, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.474, 35.773, 35.773, 36.150, 36.150, 36.150, 36.328, 36.516, 37.533, 32.807, 34.002, 33.978, 34.227, 34.227, 34.227, 34.421, 34.487, 35.595, 21.806, 22.109, 23.041, 22.190, 22.190, 22.190, 21.574, 22.442, 22.803, 3.452, 3.498, 4.983, 3.625, 3.625, 3.625, 2.507, 3.792, 3.913, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
17.900, 33.144, 34.048, 34.492, 34.084, 34.084, 34.084, 33.383, 34.234, 35.001, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.447, 35.741, 35.762, 36.129, 36.129, 36.129, 36.296, 36.485, 37.496, 32.772, 33.969, 33.959, 34.200, 34.200, 34.200, 34.386, 34.462, 35.564, 21.786, 22.091, 23.019, 22.167, 22.167, 22.167, 21.551, 22.413, 22.777, 3.442, 3.484, 4.963, 3.612, 3.612, 3.612, 2.495, 3.780, 3.896, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.000, 33.114, 34.024, 34.450, 34.012, 34.012, 34.012, 33.365, 34.192, 34.989, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.411, 35.720, 35.731, 36.103, 36.103, 36.103, 36.260, 36.396, 37.475, 32.719, 33.928, 33.932, 34.165, 34.165, 34.165, 34.363, 34.406, 35.523, 21.766, 22.072, 22.997, 22.143, 22.143, 22.143, 21.531, 22.387, 22.752, 3.425, 3.470, 4.940, 3.596, 3.596, 3.596, 2.483, 3.767, 3.884, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.100, 33.084, 33.982, 34.438, 33.982, 33.982, 33.982, 33.329, 34.174, 34.971, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.348, 35.678, 35.689, 36.071, 36.071, 36.071, 36.239, 36.338, 37.454, 32.675, 33.893, 33.899, 34.132, 34.132, 34.132, 34.336, 34.365, 35.496, 21.747, 22.052, 22.976, 22.118, 22.118, 22.118, 21.508, 22.361, 22.727, 3.412, 3.458, 4.921, 3.582, 3.582, 3.582, 2.472, 3.753, 3.874, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.200, 33.042, 33.958, 34.402, 33.946, 33.946, 33.946, 33.305, 34.126, 34.959, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.295, 35.647, 35.663, 36.019, 36.019, 36.019, 36.213, 36.302, 37.417, 32.626, 33.860, 33.872, 34.097, 34.097, 34.097, 34.316, 34.320, 35.474, 21.726, 22.034, 22.954, 22.096, 22.096, 22.096, 21.487, 22.334, 22.702, 3.395, 3.441, 4.908, 3.567, 3.567, 3.567, 2.462, 3.737, 3.861, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.300, 33.030, 33.916, 34.378, 33.899, 33.899, 33.899, 33.269, 34.102, 34.935, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.206, 35.584, 35.642, 35.972, 35.972, 35.972, 36.160, 36.249, 37.355, 32.574, 33.817, 33.833, 34.064, 34.064, 34.064, 34.276, 34.274, 35.434, 21.707, 22.015, 22.932, 22.074, 22.074, 22.074, 21.467, 22.306, 22.676, 3.379, 3.426, 4.893, 3.554, 3.554, 3.554, 2.453, 3.721, 3.844, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.400, 32.994, 33.893, 34.366, 33.887, 33.887, 33.887, 33.239, 34.060, 34.923, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.133, 35.547, 35.626, 35.877, 35.877, 35.877, 36.076, 36.218, 37.302, 32.517, 33.786, 33.796, 34.013, 34.013, 34.013, 34.231, 34.243, 35.397, 21.689, 21.997, 22.910, 22.050, 22.050, 22.050, 21.447, 22.280, 22.651, 3.366, 3.414, 4.874, 3.540, 3.540, 3.540, 2.442, 3.705, 3.830, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.500, 32.970, 33.869, 34.342, 33.863, 33.863, 33.863, 33.210, 34.036, 34.881, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.075, 35.506, 35.595, 35.830, 35.830, 35.830, 36.061, 36.171, 37.234, 32.469, 33.757, 33.769, 33.978, 33.978, 33.978, 34.208, 34.223, 35.350, 21.671, 21.979, 22.886, 22.026, 22.026, 22.026, 21.426, 22.253, 22.627, 3.355, 3.401, 4.855, 3.526, 3.526, 3.526, 2.426, 3.695, 3.813, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.600, 32.946, 33.857, 34.324, 33.851, 33.851, 33.851, 33.204, 34.000, 34.851, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.039, 35.458, 35.574, 35.788, 35.788, 35.788, 36.029, 36.097, 37.203, 32.434, 33.722, 33.747, 33.918, 33.918, 33.918, 34.169, 34.171, 35.327, 21.653, 21.961, 22.865, 22.004, 22.004, 22.004, 21.404, 22.227, 22.601, 3.341, 3.391, 4.839, 3.513, 3.513, 3.513, 2.417, 3.683, 3.798, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.700, 32.880, 33.839, 34.294, 33.821, 33.821, 33.821, 33.180, 33.970, 34.827, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 34.018, 35.427, 35.563, 35.731, 35.731, 35.731, 36.008, 36.066, 37.145, 32.405, 33.697, 33.730, 33.866, 33.866, 33.866, 34.140, 34.138, 35.292, 21.634, 21.943, 22.844, 21.981, 21.981, 21.981, 21.384, 22.201, 22.576, 3.328, 3.379, 4.826, 3.501, 3.501, 3.501, 2.400, 3.667, 3.787, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.800, 32.856, 33.785, 34.276, 33.821, 33.821, 33.821, 33.162, 33.952, 34.821, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.960, 35.380, 35.537, 35.684, 35.684, 35.684, 35.977, 35.998, 37.098, 32.372, 33.669, 33.708, 33.835, 33.835, 33.835, 34.114, 34.097, 35.251, 21.616, 21.925, 22.821, 21.957, 21.957, 21.957, 21.363, 22.174, 22.549, 3.314, 3.365, 4.809, 3.486, 3.486, 3.486, 2.389, 3.654, 3.773, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
18.900, 32.826, 33.767, 34.210, 33.809, 33.809, 33.809, 33.126, 33.916, 34.797, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.929, 35.333, 35.521, 35.652, 35.652, 35.652, 35.925, 35.956, 37.056, 32.342, 33.631, 33.681, 33.817, 33.817, 33.817, 34.062, 34.064, 35.218, 21.597, 21.906, 22.800, 21.934, 21.934, 21.934, 21.343, 22.149, 22.523, 3.302, 3.351, 4.791, 3.473, 3.473, 3.473, 2.378, 3.636, 3.760, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.000, 32.790, 33.743, 34.168, 33.791, 33.791, 33.791, 33.102, 33.893, 34.767, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.882, 35.296, 35.506, 35.600, 35.600, 35.600, 35.893, 35.930, 36.983, 32.315, 33.592, 33.656, 33.786, 33.786, 33.786, 34.019, 34.035, 35.171, 21.580, 21.888, 22.779, 21.911, 21.911, 21.911, 21.322, 22.124, 22.498, 3.285, 3.338, 4.776, 3.462, 3.462, 3.462, 2.368, 3.622, 3.743, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.100, 32.736, 33.725, 34.150, 33.737, 33.737, 33.737, 33.066, 33.863, 34.725, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.840, 35.228, 35.490, 35.542, 35.542, 35.542, 35.867, 35.877, 36.957, 32.284, 33.539, 33.642, 33.749, 33.749, 33.749, 33.984, 34.002, 35.131, 21.562, 21.868, 22.757, 21.889, 21.889, 21.889, 21.300, 22.097, 22.472, 3.273, 3.324, 4.764, 3.448, 3.448, 3.448, 2.357, 3.612, 3.727, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.200, 32.706, 33.701, 34.126, 33.701, 33.701, 33.701, 33.042, 33.845, 34.689, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.798, 35.196, 35.458, 35.495, 35.495, 35.495, 35.841, 35.851, 36.920, 32.247, 33.512, 33.619, 33.706, 33.706, 33.706, 33.951, 33.967, 35.105, 21.545, 21.851, 22.736, 21.867, 21.867, 21.867, 21.278, 22.068, 22.447, 3.262, 3.311, 4.745, 3.437, 3.437, 3.437, 2.346, 3.601, 3.715, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.300, 32.658, 33.683, 34.096, 33.677, 33.677, 33.677, 33.036, 33.827, 34.647, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.772, 35.165, 35.443, 35.453, 35.453, 35.453, 35.830, 35.804, 36.894, 32.222, 33.475, 33.596, 33.675, 33.675, 33.675, 33.914, 33.901, 35.076, 21.529, 21.834, 22.714, 21.845, 21.845, 21.845, 21.258, 22.042, 22.421, 3.247, 3.292, 4.731, 3.424, 3.424, 3.424, 2.335, 3.588, 3.707, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.400, 32.640, 33.665, 34.072, 33.659, 33.659, 33.659, 33.006, 33.809, 34.635, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.730, 35.139, 35.416, 35.411, 35.411, 35.411, 35.809, 35.762, 36.862, 32.191, 33.454, 33.570, 33.652, 33.652, 33.652, 33.881, 33.872, 35.051, 21.513, 21.816, 22.692, 21.823, 21.823, 21.823, 21.240, 22.017, 22.395, 3.230, 3.281, 4.713, 3.411, 3.411, 3.411, 2.327, 3.570, 3.693, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.500, 32.622, 33.641, 34.066, 33.641, 33.641, 33.641, 33.000, 33.803, 34.599, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.683, 35.107, 35.375, 35.375, 35.375, 35.375, 35.762, 35.710, 36.784, 32.154, 33.419, 33.530, 33.623, 33.623, 33.623, 33.842, 33.837, 35.004, 21.496, 21.799, 22.671, 21.802, 21.802, 21.802, 21.219, 21.990, 22.369, 3.221, 3.266, 4.697, 3.395, 3.395, 3.395, 2.318, 3.554, 3.678, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.600, 32.592, 33.623, 34.048, 33.629, 33.629, 33.629, 32.988, 33.797, 34.570, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.656, 35.045, 35.375, 35.354, 35.354, 35.354, 35.710, 35.673, 36.752, 32.123, 33.382, 33.518, 33.605, 33.605, 33.605, 33.798, 33.800, 34.973, 21.479, 21.781, 22.649, 21.778, 21.778, 21.778, 21.197, 21.964, 22.343, 3.208, 3.256, 4.684, 3.382, 3.382, 3.382, 2.308, 3.541, 3.668, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.700, 32.580, 33.605, 34.042, 33.611, 33.611, 33.611, 32.970, 33.755, 34.546, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.604, 35.003, 35.348, 35.306, 35.306, 35.306, 35.663, 35.663, 36.705, 32.090, 33.333, 33.493, 33.557, 33.557, 33.557, 33.753, 33.786, 34.942, 21.461, 21.764, 22.628, 21.760, 21.760, 21.760, 21.177, 21.939, 22.319, 3.191, 3.240, 4.670, 3.365, 3.365, 3.365, 2.300, 3.530, 3.656, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.800, 32.550, 33.593, 34.024, 33.581, 33.581, 33.581, 32.964, 33.707, 34.516, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.578, 34.976, 35.317, 35.280, 35.280, 35.280, 35.610, 35.610, 36.695, 32.068, 33.302, 33.456, 33.514, 33.514, 33.514, 33.718, 33.749, 34.913, 21.445, 21.748, 22.606, 21.739, 21.739, 21.739, 21.157, 21.915, 22.293, 3.178, 3.225, 4.657, 3.348, 3.348, 3.348, 2.289, 3.517, 3.641, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
19.900, 32.538, 33.539, 33.994, 33.551, 33.551, 33.551, 32.916, 33.695, 34.468, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.525, 34.945, 35.291, 35.259, 35.259, 35.259, 35.547, 35.574, 36.668, 32.024, 33.275, 33.425, 33.481, 33.481, 33.481, 33.673, 33.720, 34.886, 21.428, 21.731, 22.585, 21.720, 21.720, 21.720, 21.136, 21.889, 22.267, 3.164, 3.215, 4.640, 3.335, 3.335, 3.335, 2.278, 3.505, 3.626, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
20.000, 32.521, 33.503, 33.982, 33.521, 33.521, 33.521, 32.904, 33.677, 34.444, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.478, 34.882, 35.275, 35.238, 35.238, 35.238, 35.490, 35.542, 36.642, 31.977, 33.223, 33.409, 33.446, 33.446, 33.446, 33.625, 33.685, 34.857, 21.412, 21.714, 22.562, 21.697, 21.697, 21.697, 21.116, 21.864, 22.244, 3.151, 3.203, 4.622, 3.320, 3.320, 3.320, 2.270, 3.491, 3.612, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
20.100, 32.485, 33.485, 33.946, 33.497, 33.497, 33.497, 32.886, 33.665, 34.420, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.431, 34.856, 35.228, 35.217, 35.217, 35.217, 35.416, 35.511, 36.621, 31.934, 33.197, 33.376, 33.413, 33.413, 33.413, 33.572, 33.633, 34.835, 21.396, 21.697, 22.540, 21.676, 21.676, 21.676, 21.096, 21.839, 22.222, 3.136, 3.196, 4.606, 3.310, 3.310, 3.310, 2.257, 3.479, 3.596, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
20.200, 32.473, 33.431, 33.934, 33.467, 33.467, 33.467, 32.838, 33.635, 34.378, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.394, 34.825, 35.223, 35.175, 35.175, 35.175, 35.354, 35.490, 36.600, 31.884, 33.160, 33.357, 33.374, 33.374, 33.374, 33.522, 33.590, 34.812, 21.380, 21.680, 22.520, 21.656, 21.656, 21.656, 21.074, 21.813, 22.197, 3.120, 3.182, 4.593, 3.303, 3.303, 3.303, 2.247, 3.463, 3.587, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
20.300, 32.437, 33.395, 33.928, 33.437, 33.437, 33.437, 32.820, 33.623, 34.372, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.363, 34.793, 35.202, 35.149, 35.149, 35.149, 35.327, 35.458, 36.558, 31.841, 33.114, 33.308, 33.331, 33.331, 33.331, 33.479, 33.545, 34.765, 21.365, 21.663, 22.498, 21.637, 21.637, 21.637, 21.052, 21.790, 22.172, 3.106, 3.165, 4.578, 3.290, 3.290, 3.290, 2.236, 3.445, 3.573, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
20.400, 32.413, 33.383, 33.893, 33.425, 33.425, 33.425, 32.802, 33.593, 34.330, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.311, 34.772, 35.155, 35.118, 35.118, 35.118, 35.291, 35.401, 36.548, 31.781, 33.048, 33.248, 33.267, 33.267, 33.267, 33.419, 33.487, 34.738, 21.350, 21.646, 22.476, 21.615, 21.615, 21.615, 21.033, 21.766, 22.149, 3.097, 3.155, 4.563, 3.276, 3.276, 3.276, 2.227, 3.432, 3.555, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
20.500, 32.395, 33.371, 33.863, 33.407, 33.407, 33.407, 32.760, 33.557, 34.318, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.274, 34.720, 35.118, 35.081, 35.081, 35.081, 35.238, 35.354, 36.532, 31.713, 32.980, 33.176, 33.213, 33.213, 33.213, 33.345, 33.427, 34.717, 21.334, 21.629, 22.455, 21.595, 21.595, 21.595, 21.012, 21.743, 22.122, 3.083, 3.140, 4.548, 3.261, 3.261, 3.261, 2.216, 3.420, 3.543, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
20.600, 32.365, 33.359, 33.839, 33.389, 33.389, 33.389, 32.754, 33.533, 34.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 33.211, 34.704, 35.086, 35.018, 35.018, 35.018, 35.170, 35.317, 36.511, 31.618, 32.931, 33.098, 33.143, 33.143, 33.143, 33.275, 33.372, 34.670, 21.316, 21.613, 22.434, 21.577, 21.577, 21.577, 20.995, 21.720, 22.098, 3.076, 3.130, 4.537, 3.245, 3.245, 3.245, 2.209, 3.410, 3.528, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
